1	0	750100
1	814500	845200
1	2052400	2056000
1	2582800	2693900
1	4362200	4364300
1	5714800	5736800
1	16821600	17301500
1	38076400	38078300
1	91836500	91854100
1	120531600	120896300
1	120926100	121149300
1	121341500	145396500
1	147424800	147731700
1	147832000	149058800
1	152185700	152191100
1	156185300	156187600
1	161392300	161442700
1	168317300	168322800
1	203888700	203890700
1	224175500	224213600
1	228743700	228782800
1	236876100	236879100
1	237765500	237767500
1	246980600	246982700
1	249225300	249250621
2	0	10000
2	2298400	2300500
2	3183400	3185800
2	13858600	13877800
2	33140400	33143500
2	49455800	49457900
2	62956900	62981700
2	70656600	70659500
2	86882000	86896800
2	87441300	88290400
2	89534800	89985900
2	90267000	95326200
2	95471500	95565900
2	97718400	98232300
2	109814800	109817200
2	114147600	114441900
2	132763200	132836700
2	132946300	133122100
2	149638400	149640300
2	162134100	162148700
2	230044500	230046500
2	243052100	243199373
3	0	10000
3	612200	662600
3	3762200	3767100
3	4958300	4964200
3	8414500	8434100
3	15009100	15010800
3	15228200	15245300
3	16995500	17013700
3	25740700	25759100
3	26426200	26445700
3	39913800	39931100
3	43527700	43530900
3	51490400	51496100
3	63719200	63725000
3	73159000	73161500
3	75678100	75917700
3	75982800	75999500
3	78995600	78999800
3	80490200	80492100
3	80916400	80946200
3	90205400	90224700
3	90312300	93518500
3	93957200	93959600
3	96335200	96338100
3	96457300	96459000
3	98184700	98186900
3	100827300	100833600
3	107053900	107058800
3	118633600	118639100
3	135154400	135158200
3	135304100	135329200
3	139309800	139333000
3	155996600	156002700
3	157599200	157620600
3	160658900	160666400
3	169397300	169454100
3	173977500	173983300
3	175499400	175504900
3	182734900	182736900
3	183673200	183676500
3	183796800	183798700
3	185265900	185305500
3	189237500	189238900
3	195201400	195233900
3	195341900	195476900
3	195502200	195519800
3	195640700	195745500
3	196624700	196639200
3	196757600	196762600
3	197110400	197187600
3	197325200	197407700
3	197798000	198022430
4	0	69600
4	1420500	1478600
4	9199300	9371400
4	40293300	40341800
4	49073900	52683800
4	68263300	68273300
4	70294400	70297700
4	76806200	76808200
4	80272500	80275600
4	114909000	114911500
4	120158500	120222800
4	153843200	153846400
4	167475600	167502500
4	190153700	190157200
4	190190600	190230500
4	190469400	190685100
4	190756300	190770700
4	190795300	191154276
5	0	85500
5	629900	651800
5	1326400	1334600
5	2144800	2147800
5	2490000	2491700
5	3322200	3325200
5	6967500	6971800
5	14633500	14653400
5	16335700	16341500
5	17516900	17600400
5	17631100	17633300
5	21458600	21581100
5	25360400	25384600
5	32369500	32391600
5	34177800	34246500
5	45523000	45550600
5	45932400	45978600
5	46072400	46096800
5	46239900	46241800
5	46265500	49594200
5	60055500	60058300
5	68830000	70669400
5	71145800	71149800
5	73981300	74008300
5	79945000	79949100
5	80324700	80351700
5	84936300	84958500
5	90445100	90458900
5	93283200	93284600
5	93903700	93906100
5	99381200	99426800
5	113477000	113496900
5	126439200	126461500
5	130208300	130210400
5	134258200	134265100
5	136835200	136886000
5	137304800	137310300
5	138341100	138347500
5	142677200	142690000
5	143013900	143015800
5	155138700	155189100
5	156085200	156093100
5	170510900	170517200
5	173440700	173444600
5	174540800	174565800
5	175331400	175545200
5	176017900	176019800
5	177061900	177360500
5	177387600	177408100
5	178011600	178013600
5	180599700	180915260
6	0	162100
6	256600	382800
6	519000	521400
6	851500	864200
6	1428700	1434800
6	2200300	2202700
6	4809700	4840300
6	5886400	5892500
6	6141100	6143900
6	6212500	6217900
6	8770600	8776400
6	9966100	9971700
6	10984500	10987800
6	14480600	14486400
6	15189400	15190800
6	20079900	20093100
6	20615000	20619200
6	22166500	22181200
6	23232900	23235900
6	26668800	26830200
6	26850500	26925900
6	30027900	30071800
6	31783300	31806300
6	33451700	33454300
6	34038400	34041700
6	37096000	37117300
6	38241900	38269500
6	44011400	44047700
6	44148500	44150800
6	45637100	45683300
6	45814800	45817800
6	45963800	45965300
6	48331100	48336800
6	48705800	48711100
6	49759100	49764900
6	50999100	51004700
6	51531300	51535800
6	54270500	54273400
6	54364700	54372500
6	54826700	54832300
6	56911200	56913200
6	56954700	56956700
6	57133300	57608800
6	57671300	57673300
6	58061300	58288100
6	58724800	58738300
6	58772700	61920700
6	62283100	62285000
6	62371500	62383900
6	62770600	62781900
6	63265300	63298700
6	65966100	65967700
6	70193400	70231500
6	71454100	71514000
6	71981600	71986300
6	72027300	72029200
6	72875000	72876900
6	73680200	73704400
6	74417700	74420300
6	74707400	74738700
6	77455300	77457000
6	77670600	77687700
6	77752900	77797700
6	78426700	78455800
6	78508100	78509800
6	79681400	79687300
6	80401000	80403400
6	81193300	81207500
6	83257400	83275700
6	86694600	86736600
6	87552300	87637100
6	89091200	89122300
6	90764500	90769800
6	91272000	91298000
6	94341300	94347000
6	95516600	95540000
6	96310100	96313200
6	97430400	97437100
6	97824400	97828600
6	99151500	99156200
6	99314300	99316400
6	100802600	100817600
6	101028300	101034500
6	101633800	101663000
6	102617900	102623600
6	102983200	102985100
6	103200700	103206700
6	104937300	104943400
6	105185700	105210800
6	107045300	107046900
6	109454700	109471400
6	109566300	109571600
6	112224100	112229600
6	112853400	112873000
6	114754200	114756900
6	115121100	115123800
6	115496600	115502400
6	115575100	115578000
6	116960800	116966000
6	117134700	117144000
6	117413300	117429300
6	119557600	119559600
6	121732200	121734100
6	121887100	121892400
6	123793600	123799300
6	125028000	125052900
6	125126000	125131800
6	129226700	129244600
6	131556000	131561800
6	132019100	132037100
6	132177400	132179000
6	133341700	133347800
6	133593100	133595000
6	136492700	136494600
6	138120400	138136600
6	142456500	142469200
6	144117700	144122900
6	145393200	145395000
6	145824200	145826400
6	145984700	146002900
6	146291400	146318300
6	148276600	148278600
6	148480500	148484700
6	150782100	150797500
6	156062900	156064800
6	156355300	156361300
6	156646100	156651900
6	156803000	156804800
6	157730500	157736300
6	160073000	160134300
6	161032400	161068500
6	165716800	165720000
6	165782200	165787800
6	166828700	166843000
6	167196600	167208400
6	167745800	167752500
6	167786100	167802900
6	168635100	168638700
6	168961200	168963300
6	169054200	169061300
6	169239700	169241700
6	170460500	170462500
6	170528700	170531000
6	170686000	170710200
6	170774700	170777400
6	170803900	170839700
6	170915300	171115067
7	0	49700
7	1311000	1313200
7	45290700	45292600
7	56437000	56447500
7	57544900	57557600
7	57597800	57782700
7	57884200	62120800
7	62403000	62404900
7	64929600	65063200
7	84878700	84884900
7	100549000	100611600
7	100634800	100648100
7	101981900	102013400
7	102114900	102445700
7	121919200	121925000
7	140761800	140784200
7	142373000	142376300
7	145693500	145735200
7	152072600	152132400
7	157924100	157945100
7	158387000	158388900
7	158685900	158710600
7	159128663	159138663
8	0	185300
8	7012600	8066200
8	11994400	12230100
8	12252000	12466300
8	13501500	13503800
8	43091800	43118200
8	43758900	46908900
8	46946900	46959100
8	47367600	47369500
8	48792700	48794600
8	51581600	51584700
8	52729900	52737900
8	58117400	58128700
8	59283300	59288700
8	60782300	60800500
8	70600600	70603500
8	82753700	82764200
8	86554300	86841600
8	100501000	100509100
8	104795400	104807700
8	106801200	106807000
8	127325400	127331100
8	142501600	142503600
8	144743300	144752700
8	146354022	146364022
9	0	10000
9	6593800	6595700
9	35903000	35915300
9	40815000	43489000
9	43684600	44102400
9	44852100	44881200
9	44908300	66250200
